4,1.0898,4.3721
8,1.8125,7.3525
12,2.3604,9.6201
16,2.3428,10.5771
20,2.9570,10.2021
24,2.8643,12.7510
28,2.9326,13.1260
32,2.9297,14.7891
36,3.4688,9.1914
40,3.3857,7.8447
44,3.4277,7.4141
48,3.3867,7.5381
52,3.4219,7.6553
56,3.4150,8.5469
60,3.4365,9.4707
64,3.4336,10.5166
68,3.9951,8.9609
72,3.9404,8.8584
76,3.9648,8.6338
80,3.9707,8.8877
84,3.9668,8.8330
88,3.9629,8.7549
92,3.9541,8.3887
96,3.9531,8.6504
100,3.9453,8.5410
104,3.9775,8.8281
108,3.9473,8.8506
112,3.9658,8.7490
116,3.9541,8.4092
120,3.9717,10.8486
124,3.9531,12.7109
128,3.9678,13.5703
132,4.7949,12.6865
136,4.5693,12.9766
140,4.6191,12.3291
144,4.5830,12.8057
148,4.5723,12.6895
152,4.5840,12.2373
156,4.5850,12.4971
160,4.5537,12.1953
164,4.5469,12.1807
168,4.5635,12.2471
172,4.5732,12.0557
176,4.5879,11.8916
180,4.5781,12.2891
184,4.5967,12.1807
188,4.5947,12.1738
192,4.5820,12.5576
196,4.5674,12.7266
200,4.5742,12.3301
204,4.5742,12.3535
208,4.5762,12.6973
212,4.5703,12.6563
216,4.5752,12.4775
220,4.5684,12.2705
224,4.5723,12.4297
228,4.5566,12.4727
232,4.5654,12.6113
236,4.5752,12.4941
240,4.5596,12.3037
244,4.5684,12.0469
248,4.5684,13.5713
252,4.5576,15.2295
256,4.5664,17.2383
260,5.5957,16.5127
264,5.4209,16.7139
268,5.3008,16.3750
272,5.3115,15.9619
276,5.3232,10.0244
280,5.2979,9.4854
284,5.2852,9.4854
288,5.2939,9.6152
292,5.3047,9.7373
296,5.3125,9.5088
300,5.3916,9.3965
304,5.3037,9.4053
308,5.3994,9.4414
312,5.2920,9.6025
316,5.3066,9.4512
320,5.3086,9.2832
324,5.3018,9.3105
328,5.3027,17.5508
332,5.3271,9.5088
336,5.2959,9.3037
340,5.3066,9.1123
344,5.3203,9.1982
348,5.2969,9.2773
352,5.2998,9.2871
356,5.3672,9.0762
360,5.2891,9.3037
364,5.3086,9.3027
368,5.3105,9.1592
372,5.3174,9.3848
376,5.3760,9.4639
380,5.3027,47.2998
384,5.3223,9.8564
388,5.3008,9.6270
392,5.2998,9.2051
396,5.3027,9.4072
400,5.3008,9.4023
404,5.3145,9.3311
408,5.3887,9.2012
412,5.3096,9.2344
416,5.3154,9.4824
420,5.3018,9.2646
424,5.2920,9.2080
428,5.3115,9.2402
432,5.3193,9.3320
436,5.3164,9.0811
440,5.3008,9.1846
444,5.2930,9.4082
448,5.2939,9.0947
452,5.3027,9.2744
456,5.3184,9.2148
460,5.3125,9.2686
464,5.3027,9.3857
468,5.2920,9.2949
472,5.2988,9.1543
476,5.3125,9.0146
480,5.3066,9.3008
484,5.3047,9.3242
488,5.2891,9.1768
492,5.3057,9.2529
496,5.3125,9.0498
500,5.3057,9.4434
504,5.3018,10.4531
508,5.2939,11.0283
512,5.3018,12.0869
516,6.0801,11.0957
520,6.0244,10.7207
524,6.0381,9.7402
528,6.0420,9.8916
532,6.0293,9.7959
536,6.1035,9.9385
540,6.0371,9.9131
544,6.0664,9.7773
548,6.0508,10.0811
552,6.0449,9.7988
556,6.0352,9.9199
560,6.0322,9.7744
564,6.0225,9.7979
568,6.0244,10.0029
572,6.0459,9.5146
576,6.0430,9.7471
580,6.0293,9.8857
584,6.0439,9.7520
588,6.0576,9.7480
592,6.0166,9.8633
596,6.0273,9.7734
600,6.0439,9.7832
604,6.0254,9.5947
608,6.0303,10.0215
612,6.0459,9.8369
616,6.0244,9.8008
620,6.0410,9.6074
624,6.0615,9.7881
