4,1.1172,1.4565
8,1.8608,5.5923
12,2.3613,8.5337
16,2.3467,9.9268
20,3.0132,19.6646
24,2.9692,11.9092
28,2.9590,13.2808
32,2.9648,13.5181
36,3.4834,25.6055
40,3.4878,22.9746
44,3.4893,26.1538
48,3.4990,17.5015
52,3.4917,27.0645
56,3.4922,19.3071
60,3.4946,16.7490
64,3.4912,16.9961
68,3.9868,17.2710
72,3.9941,18.1758
76,4.0005,18.6592
80,3.9927,18.9956
84,3.9956,19.5088
88,3.9907,19.6328
92,4.0005,20.2144
96,3.9937,21.2925
100,3.9946,21.0337
104,3.9932,21.7754
108,4.0005,22.0313
112,4.0034,22.5952
116,4.0078,23.1445
120,3.9629,23.3765
124,3.9688,23.2354
128,3.9878,23.7964
132,4.6162,23.7632
136,4.6563,24.2036
140,4.6328,24.3320
144,4.5835,24.8237
148,4.6387,25.3184
152,4.6357,25.4204
156,4.6567,25.8999
160,4.6494,26.1523
164,4.6196,26.2202
168,4.6279,26.3564
172,4.6396,63.4023
176,4.6372,25.3618
180,4.6348,24.3149
184,4.6538,24.7471
188,4.6201,24.4424
192,4.6431,24.9155
196,4.6450,25.1807
200,4.6260,25.2451
204,4.6304,25.6147
208,4.6484,25.6201
212,4.6201,26.1895
216,4.6396,26.2925
220,4.6587,26.2905
224,4.6274,26.7021
228,4.6392,26.6304
232,4.6367,27.1382
236,4.7432,26.9033
240,4.6084,27.5781
244,4.6323,27.3154
248,4.6138,27.4141
252,4.6313,27.5923
256,4.6401,27.5845
260,5.3564,27.8594
264,5.3374,27.5728
268,5.3467,27.7114
272,5.3359,27.6963
276,5.3438,27.9399
280,5.3682,27.6255
284,5.3745,27.7246
288,5.3433,31.2095
292,5.3379,27.5952
296,5.3472,27.9453
300,5.3335,28.0737
304,5.3403,27.3613
308,5.3413,27.9380
312,5.3169,27.4443
316,5.3330,27.6719
320,5.3154,27.5815
324,5.3394,26.9141
328,5.3369,26.7266
332,5.3438,26.4604
336,5.3130,26.5703
340,5.3447,27.0684
344,5.3306,26.6216
348,5.3438,27.2432
352,5.3389,26.8896
356,5.3433,27.1006
360,5.3398,27.2437
364,5.3535,27.1768
368,5.3257,26.9570
372,5.3374,27.1782
376,5.3325,27.1733
380,5.3398,27.1294
384,5.3442,27.0151
388,5.3247,27.1587
392,5.3350,27.5098
396,5.3418,27.2241
400,5.3311,27.6514
404,5.3228,27.5996
408,5.3276,28.2007
412,5.3291,27.5698
416,5.3472,28.4604
420,5.3213,27.8960
424,5.3438,28.4077
428,5.3374,28.3989
432,5.3335,28.7476
436,5.3345,28.6865
440,26.4111,28.5703
444,5.3447,28.2339
448,5.3525,28.8838
