4,1.0596,1.2549
8,1.7910,3.6680
12,2.2412,4.5000
16,2.2432,5.9092
20,2.7637,5.3271
24,2.7520,6.1621
28,2.7686,6.4004
32,2.7500,8.3516
36,3.2051,7.6982
40,3.2168,7.4902
44,3.2197,7.3828
48,3.2109,8.3691
52,3.2090,8.1162
56,3.2188,8.4834
60,3.2090,8.8691
64,3.2129,11.6221
68,3.6953,11.3887
72,3.7031,10.2959
76,3.7373,10.9102
80,3.7119,11.1191
84,3.7012,10.9043
88,3.6982,11.4023
92,3.6973,11.3193
96,3.6934,11.1641
100,3.6924,11.2793
104,3.7051,11.2080
108,3.6973,10.9492
112,3.7021,12.5977
116,3.6973,12.0117
120,3.7021,12.4736
124,3.6934,11.4746
128,3.6924,13.1621
132,4.2178,13.4697
136,4.1934,14.2227
140,4.0635,12.7725
144,4.1436,13.2939
148,4.1494,12.9189
152,4.1504,12.1270
156,4.1602,12.6631
160,4.1299,12.6641
164,4.1357,12.2852
168,4.1289,12.7041
172,4.1572,13.1768
176,4.1416,12.8633
180,4.1348,12.2803
184,4.1123,10.0557
188,4.1270,9.4834
192,4.1211,9.1904
196,4.1289,9.4971
200,4.1270,9.3379
204,4.1299,8.7832
208,4.1504,9.3789
212,4.1426,9.4375
216,4.1553,9.6807
220,4.1563,9.7871
224,4.1143,8.6338
228,4.1035,9.3047
232,4.1240,9.4248
236,4.1309,9.8086
240,4.1377,9.3701
244,4.1211,9.9131
248,4.1416,9.7148
252,4.1455,10.1182
256,4.1475,12.2236
260,4.8281,12.5313
264,4.8135,11.7686
268,4.8145,11.3447
272,5.5635,11.3877
276,4.7109,11.0996
280,4.7207,10.6563
284,4.7061,10.7295
288,4.7148,10.6084
292,4.7061,11.6377
296,4.7188,11.1953
300,4.7100,12.0537
304,4.7197,10.9873
308,4.7217,11.4072
312,4.7139,11.6055
316,4.7080,11.7646
320,4.7246,11.1299
324,4.7021,10.8555
328,4.8057,11.7188
332,4.8184,11.0459
336,4.8076,11.7207
340,4.8213,12.2588
344,4.8154,11.8926
348,4.8066,11.7021
352,4.8174,11.5850
356,4.8115,11.1025
360,4.8115,12.4004
364,4.8213,12.2383
368,4.7988,11.5996
372,4.8145,10.9365
376,4.7988,11.9619
380,4.7930,11.5371
384,4.7949,12.5713
388,4.8076,10.9229
392,4.8252,11.0059
396,4.8203,11.5137
400,4.8135,10.3252
404,4.8281,11.8438
408,4.8096,10.6963
412,4.8008,10.5635
416,4.8008,10.9229
420,4.7900,10.5010
424,4.8066,11.1738
428,4.8174,10.2539
432,4.8203,10.8311
436,4.8252,10.9004
440,4.8174,11.1035
444,4.8057,10.8213
448,4.8037,11.1582
452,4.7988,11.1924
456,4.7998,10.6553
460,4.8242,11.0410
464,4.8203,11.8975
468,4.8193,11.3418
472,5.6309,10.4355
476,4.7178,11.3662
480,4.7148,11.1396
484,4.7090,11.3408
488,4.7139,11.2822
492,4.7041,11.0146
496,4.6982,12.0713
500,4.7070,11.3594
504,4.7148,11.4365
508,4.7207,11.2451
512,4.7148,14.5918
516,5.9492,13.0020
520,6.2021,13.2734
524,5.9980,12.7539
528,6.1719,14.2275
532,6.1836,13.9307
536,6.0479,13.3975
540,5.9863,12.2041
544,5.9531,12.1338
548,6.0371,12.0000
552,6.2109,12.7402
556,5.9600,11.2949
560,6.0947,12.3428
564,6.0254,11.6123
568,6.0313,11.7461
572,5.9990,11.3604
576,5.9434,11.6592
580,6.0811,11.8506
584,6.1133,12.0713
588,5.9795,11.6758
592,6.0166,12.1084
596,6.0479,11.5449
600,6.0439,12.1670
604,5.9922,11.8564
608,6.0244,12.1377
612,6.0674,12.1455
616,6.0537,11.9795
620,6.0967,12.4932
624,5.9746,11.1123
628,5.8223,11.3809
632,5.9248,11.2939
636,6.0518,12.0938
640,6.0293,11.9531
644,5.8604,11.7764
648,6.0332,11.4404
652,6.0264,11.6240
656,6.0371,11.9453
660,6.0889,12.3135
664,5.9688,11.7598
668,5.9521,11.3730
672,5.9658,11.6689
676,5.9785,11.1895
680,6.1113,12.4072
684,5.7656,10.9121
688,6.0693,12.7783
692,6.1299,11.7832
696,6.2393,13.0586
700,6.1875,13.0645
704,6.0732,12.1738
708,6.0508,11.8223
712,6.0137,11.7168
716,6.0088,11.5879
720,6.1260,11.9814
724,5.9941,12.2148
728,6.1650,12.8945
732,6.0576,11.7480
736,5.9541,11.5010
740,6.0635,12.3379
744,6.1113,12.5771
748,5.9434,11.2793
752,6.0000,11.9385
756,6.0273,12.5879
760,6.0547,12.3564
764,6.1172,12.6025
768,6.0361,12.4238
772,6.1035,12.7090
776,6.0264,12.1221
780,6.0957,12.4863
784,5.9971,11.6104
788,6.0449,12.4561
792,6.1338,12.2783
796,6.0977,12.5527
800,5.9580,12.6875
804,6.0479,11.8438
812,6.1016,12.7129
820,6.0557,12.4160
828,6.0107,12.9727
836,5.9932,12.3486
844,6.0762,12.6328
852,6.0195,12.6123
860,5.9375,12.0400
868,5.9688,12.8232
876,6.0010,12.5918
884,6.0264,12.6055
892,6.1914,13.6709
900,6.1533,13.4053
908,5.9971,12.7031
916,6.0605,12.8701
924,6.1514,14.0371
932,6.1104,13.6074
940,6.0313,12.5430
948,5.9902,13.1982
956,6.0293,13.6582
964,5.9707,13.0547
972,5.9072,12.2539
980,5.9746,12.5566
988,5.9092,12.6055
996,6.0205,12.5078
1004,6.0645,13.0723
1012,5.8936,12.9756
1020,6.1211,12.8691
1028,8.2549,15.1973
1036,7.8633,15.9531
1044,7.6299,15.5322
1052,7.5781,15.2432
1060,7.6006,15.3604
1068,7.1553,14.6631
1076,7.4336,15.0352
1084,7.4902,15.2373
1092,7.2988,14.8232
1100,7.8848,15.7100
1108,7.4004,14.7881
1116,7.6133,15.3721
1124,7.4922,15.6123
1132,7.9844,15.9609
