4,1.5625,1.6602
8,2.1484,5.8594
12,2.4414,7.7148
16,2.4414,9.7656
20,3.0273,9.8633
24,3.0273,11.9141
28,3.2227,13.7695
32,3.3203,13.8672
36,3.8086,13.3789
40,5.6641,15.9180
44,4.1992,14.6484
48,3.7109,14.0625
52,3.7109,14.1602
56,3.9063,16.6992
60,3.9063,16.2109
64,3.8086,18.6523
68,4.6875,17.0898
72,4.4922,17.7734
76,4.3945,17.8711
80,4.6875,16.6992
84,4.1016,17.3828
88,4.9805,17.6758
92,4.3945,18.0664
96,4.3945,17.8711
100,4.5898,18.4570
104,3.7109,18.6523
108,4.5898,18.0664
112,4.3945,19.2383
116,4.2969,19.5313
120,4.6875,20.0195
124,4.0039,20.4102
128,4.2969,20.3125
132,5.2734,20.8008
136,5.2734,20.5078
140,5.3711,20.4102
144,5.2734,20.0195
148,5.1758,20.6055
152,5.2734,20.2148
156,5.1758,20.5078
160,5.3711,20.5078
164,5.2734,20.8008
168,5.3711,20.4102
172,5.0781,20.3125
176,5.0781,20.8008
180,5.2734,21.2891
184,5.3711,20.2148
188,5.1758,21.3867
192,5.1758,20.8984
196,5.3711,20.8008
200,5.1758,20.8984
204,5.2734,21.4844
208,5.1758,21.8750
212,5.2734,21.4844
216,5.0781,22.6563
220,5.3711,22.0703
224,5.0781,21.9727
228,5.2734,21.8750
232,5.2734,21.6797
236,5.1758,22.8516
240,5.0781,22.1680
244,5.4688,22.4609
248,5.2734,22.7539
252,5.3711,22.3633
256,5.1758,23.0469
260,6.1523,23.0469
264,6.3477,24.1211
268,6.1523,23.4375
272,6.3477,22.3633
276,6.2500,23.5352
280,6.1523,23.3398
284,6.1523,23.1445
288,6.3477,23.1445
292,6.1523,24.0234
296,6.2500,23.4375
300,6.1523,24.5117
304,6.1523,24.1211
308,6.3477,23.6328
312,6.1523,23.1445
316,6.1523,23.9258
320,6.3477,23.9258
324,6.1523,23.7305
328,6.2500,23.2422
332,6.2500,23.3398
336,6.1523,23.7305
340,6.2500,23.3398
344,6.5430,23.2422
348,6.4453,24.1211
352,6.1523,23.8281
356,6.1523,26.8555
360,6.3477,24.4141
364,6.2500,24.3164
368,6.1523,23.8281
372,6.2500,23.8281
376,6.2500,23.2422
380,6.1523,23.9258
384,6.2500,23.6328
388,6.2500,25.1953
392,6.6406,23.8281
396,6.1523,23.9258
400,6.1523,23.8281
404,6.2500,24.9023
408,6.3477,24.5117
412,6.5430,23.8281
416,6.2500,25.6836
420,9.1797,27.1484
424,6.2500,24.4141
428,6.1523,24.6094
432,6.4453,25.0977
436,6.1523,24.0234
440,6.3477,25.1953
444,6.2500,25.2930
448,6.1523,25.4883
452,6.2500,24.9023
456,9.6680,27.2461
460,6.3477,25.7813
464,6.3477,25.7813
468,6.2500,25.0000
472,6.1523,25.7813
476,6.1523,25.0977
480,6.1523,25.3906
484,6.2500,27.9297
488,6.5430,26.0742
492,6.3477,25.4883
496,6.1523,26.4648
500,6.1523,26.0742
504,6.2500,26.1719
508,6.1523,27.1484
512,6.2500,27.4414
516,8.4961,26.9531
520,7.9102,26.4648
524,8.3984,26.4648
528,8.3008,26.2695
532,8.3984,26.8555
536,8.2031,26.4648
540,8.5938,26.2695
544,8.4961,27.5391
548,8.2031,26.2695
552,8.3008,26.5625
556,7.9102,25.8789
560,8.6914,26.3672
564,8.0078,27.0508
568,8.5938,27.2461
572,8.5938,26.3672
576,8.3008,26.4648
580,8.0078,26.5625
584,8.3984,27.0508
588,8.5938,26.5625
592,8.1055,26.4648
596,7.8125,26.3672
600,8.3008,27.0508
604,8.1055,26.6602
608,7.8125,26.6602
612,8.5938,25.9766
616,8.1055,26.6602
620,8.3984,26.9531
624,8.3984,26.9531
628,8.0078,26.2695
632,8.1055,26.4648
636,8.1055,27.1484
640,8.7891,26.6602
644,8.6914,26.8555
648,8.3008,26.5625
652,8.3984,27.0508
656,8.6914,27.0508
660,8.5938,27.5391
664,8.2031,27.3438
668,8.2031,27.4414
672,8.4961,27.3438
676,8.3008,27.7344
680,8.5938,26.7578
684,7.9102,26.8555
688,8.0078,26.1719
692,8.1055,25.9766
696,8.4961,27.0508
700,8.1055,27.2461
704,8.3008,25.9766
708,7.9102,27.1484
712,8.0078,27.3438
716,8.0078,27.0508
720,8.1055,26.9531
724,8.2031,27.8320
728,9.8633,26.9531
